KldB_Code,KldB_Label,ESCO_Code,ESCO_Label
B 27304-164,Wirtschaftsingenieur/Wirtschaftsingenieurin,53d2052f-edc0-4f44-8be1-164526412bfe,Wirtschaftsingenieur/Wirtschaftsingenieurin
B 27304-221,Resident Engineer,53d2052f-edc0-4f44-8be1-164526412bfe,Wirtschaftsingenieur/Wirtschaftsingenieurin
B 28332-116,Schuh- und Lederwarenstepper/Schuh- und Lederwarenstepperin,53d55c80-6a82-4187-b59f-b737aa4cdaab,Ledersteppmaschinenbediener/Ledersteppmaschinenbedienerin
B 25122-114,Maschinen- und Anlagenführer/Maschinen- und Anlagenführerin (ohne Angabe des Schwerpunkts),53d55c80-6a82-4187-b59f-b737aa4cdaab,Ledersteppmaschinenbediener/Ledersteppmaschinenbedienerin
B 28322-205,Fachkraft für Lederverarbeitung,53d55c80-6a82-4187-b59f-b737aa4cdaab,Ledersteppmaschinenbediener/Ledersteppmaschinenbedienerin
B 84194-101,Schulleiter/Schulleiterin an allgemeinbildenden Schulen,53db8c0d-7aed-47aa-a339-eb9d485d25dc,Leiter einer Sekundarschule/Leiterin einer Sekundarschule
B 61283-104,Betriebswirt/Betriebswirtin (Ausbildung) für Textil,53e61b71-60a3-4873-bc14-d6e28693818c,"Vertriebsleiter für Textilien, Textilhalbfertigwaren und Textilrohstoffe/Vertriebsleiterin für Textilien, Textilhalbfertigwaren und Textilrohstoffe"
B 51694-103,Leiter/Leiterin für Logistik,53e61b71-60a3-4873-bc14-d6e28693818c,"Vertriebsleiter für Textilien, Textilhalbfertigwaren und Textilrohstoffe/Vertriebsleiterin für Textilien, Textilhalbfertigwaren und Textilrohstoffe"
B 63382-100,Food-and-Beverage-Assistant/Food-and-Beverage-Assistant,53ed8787-3423-4843-8c63-7be1877d29e2,Oberkellner/Oberkellnerin
B 63382-101,Bankettleiterassistent/Bankettleiterassistentin,53ed8787-3423-4843-8c63-7be1877d29e2,Oberkellner/Oberkellnerin
B 63303-100,Chef de rang,53ed8787-3423-4843-8c63-7be1877d29e2,Oberkellner/Oberkellnerin
B 63302-103,Oberkellner/Oberkellnerin,53ed8787-3423-4843-8c63-7be1877d29e2,Oberkellner/Oberkellnerin
B 63302-106,Zahlkellner/Zahlkellnerin,53ed8787-3423-4843-8c63-7be1877d29e2,Oberkellner/Oberkellnerin
B 84304-212,Professor/Professorin an Kunst- und Musikhochschulen/Akademien,54361270-bc5e-40fb-8f84-a0023a85cdf7,Hochschullehrkraft für Bildende Kunst
B 71104-100,Geschäftsführer/Geschäftsführerin,544cd9cf-e2ee-4ac0-8a02-7147af6b97d7,Manager/Managerin
B 31144-105,Ingenieur/Ingenieurin für Wasserwirtschaft,546ec458-e2a4-4cb1-ac17-553d314ac2e2,Leiter einer Wasseraufbereitungsanlage/Leiterin einer Wasseraufbereitungsanlage
B 62102-100,Kaufmann/Kauffrau im Einzelhandel,547b304b-9a72-4717-9b24-b7046df5f64e,Fachverkäufer/Fachverkäuferin
B 62102-101,Verkäufer/Verkäuferin,547b304b-9a72-4717-9b24-b7046df5f64e,Fachverkäufer/Fachverkäuferin
B 62382-101,Fachverkäufer/Fachverkäuferin für Reform- und Diätwaren,547b304b-9a72-4717-9b24-b7046df5f64e,Fachverkäufer/Fachverkäuferin
B 62232-104,Fachverkäufer/Fachverkäuferin für Geschenkartikel,547b304b-9a72-4717-9b24-b7046df5f64e,Fachverkäufer/Fachverkäuferin
B 62102-104,Verkaufsberater/Verkaufsberaterin,547b304b-9a72-4717-9b24-b7046df5f64e,Fachverkäufer/Fachverkäuferin
B 62272-104,Fachverkäufer/Fachverkäuferin im Zweiradhandel,547b304b-9a72-4717-9b24-b7046df5f64e,Fachverkäufer/Fachverkäuferin
B 62102-109,Einzelhandelskaufmann/Einzelhandelskauffrau,547b304b-9a72-4717-9b24-b7046df5f64e,Fachverkäufer/Fachverkäuferin
B 62182-114,Reklamationssachbearbeiter/Reklamationssachbearbeiterin,547b304b-9a72-4717-9b24-b7046df5f64e,Fachverkäufer/Fachverkäuferin
B 92112-101,Werbekaufmann/Werbekauffrau,54cba39a-5bb8-4e4c-89cd-d6097d3c6c3a,Werbesachbearbeiter/Werbesachbearbeiterin
B 92302-106,Media-Fachkraft,54cba39a-5bb8-4e4c-89cd-d6097d3c6c3a,Werbesachbearbeiter/Werbesachbearbeiterin
B 61122-118,Mediengestalter/Mediengestalterin für Digital- und Printmedien Fachrichtung Medienberatung,54cba39a-5bb8-4e4c-89cd-d6097d3c6c3a,Werbesachbearbeiter/Werbesachbearbeiterin
B 92112-105,Staatlich geprüfter Wirtschaftsassistent/Staatlich geprüfte Wirtschaftsassistentin - Werbung,54cba39a-5bb8-4e4c-89cd-d6097d3c6c3a,Werbesachbearbeiter/Werbesachbearbeiterin
B 92112-108,Kaufmann/Kauffrau für Marketingkommunikation,54cba39a-5bb8-4e4c-89cd-d6097d3c6c3a,Werbesachbearbeiter/Werbesachbearbeiterin
B 61122-119,Mediengestalter/Mediengestalterin Digital und Print Fachrichtung Beratung und Planung,54cba39a-5bb8-4e4c-89cd-d6097d3c6c3a,Werbesachbearbeiter/Werbesachbearbeiterin
B 23212-125,Mediengestalter/Mediengestalterin für Digital- und Printmedien Fachrichtung Medienoperating,54ffd31f-ed90-4af4-b877-cd246351ad39,Mediengestalter Digital und Print - Gestaltung und Technik/Mediengestalterin Digital und Print - Gestaltung und Technik
B 23212-126,Werbe- und Medienvorlagenhersteller/Werbe- und Medienvorlagenherstellerin Fachrichtung Medienoperating,54ffd31f-ed90-4af4-b877-cd246351ad39,Mediengestalter Digital und Print - Gestaltung und Technik/Mediengestalterin Digital und Print - Gestaltung und Technik
B 23212-127,Werbe- und Medienvorlagenhersteller/Werbe- und Medienvorlagenherstellerin Fachrichtung Gestaltung,54ffd31f-ed90-4af4-b877-cd246351ad39,Mediengestalter Digital und Print - Gestaltung und Technik/Mediengestalterin Digital und Print - Gestaltung und Technik
B 23282-104,Flexograf/Flexografin,54ffd31f-ed90-4af4-b877-cd246351ad39,Mediengestalter Digital und Print - Gestaltung und Technik/Mediengestalterin Digital und Print - Gestaltung und Technik
B 23282-105,Stempelmacher/Stempelmacherin,54ffd31f-ed90-4af4-b877-cd246351ad39,Mediengestalter Digital und Print - Gestaltung und Technik/Mediengestalterin Digital und Print - Gestaltung und Technik
B 23212-134,Mediengestalter/Mediengestalterin für Digital- und Printmedien Fachrichtung Medientechnik,54ffd31f-ed90-4af4-b877-cd246351ad39,Mediengestalter Digital und Print - Gestaltung und Technik/Mediengestalterin Digital und Print - Gestaltung und Technik
B 23213-101,Produktioner/Produktionerin - Medien,54ffd31f-ed90-4af4-b877-cd246351ad39,Mediengestalter Digital und Print - Gestaltung und Technik/Mediengestalterin Digital und Print - Gestaltung und Technik
B 92302-107,Staatlich geprüfter Assistent/Staatlich geprüfte Assistentin für Medientechnik,54ffd31f-ed90-4af4-b877-cd246351ad39,Mediengestalter Digital und Print - Gestaltung und Technik/Mediengestalterin Digital und Print - Gestaltung und Technik
B 23212-181,Werbevorlagenhersteller/Werbevorlagenherstellerin,54ffd31f-ed90-4af4-b877-cd246351ad39,Mediengestalter Digital und Print - Gestaltung und Technik/Mediengestalterin Digital und Print - Gestaltung und Technik
B 23212-183,Mediengestalter/Mediengestalterin Digital und Print Fachrichtung Gestaltung und Technik,54ffd31f-ed90-4af4-b877-cd246351ad39,Mediengestalter Digital und Print - Gestaltung und Technik/Mediengestalterin Digital und Print - Gestaltung und Technik
B 23282-112,Mediengestalter/Mediengestalterin Flexografie,54ffd31f-ed90-4af4-b877-cd246351ad39,Mediengestalter Digital und Print - Gestaltung und Technik/Mediengestalterin Digital und Print - Gestaltung und Technik
B 41304-105,Chemiker/Chemikerin,55076d82-52a7-47eb-b882-f12322c42ecd,Textilchemiker/Textilchemikerin
B 42124-121,Hydrologe/Hydrologin,55167849-82cf-484e-b818-fa702a4e69e9,Hydrologe/Hydrologin
B 26124-113,"Ingenieur/Ingenieurin für Robotik, Autonome Systeme",551a6797-3ca9-41fc-9dca-9a982a8fd8a6,Ingenieur Robotik und Autonome Systeme/Ingenieurin Robotik und Autonome Systeme
B 43104-133,Machine Learning Engineer,551a6797-3ca9-41fc-9dca-9a982a8fd8a6,Ingenieur Robotik und Autonome Systeme/Ingenieurin Robotik und Autonome Systeme
B 29262-102,Fachkraft für Süßwarentechnik Fachrichtung Konfekt,5520bfd0-49d3-47e5-abe0-d72354711bc0,Kakaobohnenreinigungskraft
B 29262-103,Fachkraft für Süßwarentechnik Fachrichtung Schokolade,5520bfd0-49d3-47e5-abe0-d72354711bc0,Kakaobohnenreinigungskraft
B 29262-150,Süßwarentechnologe/Süßwarentechnologin,5520bfd0-49d3-47e5-abe0-d72354711bc0,Kakaobohnenreinigungskraft
B 34322-126,Geprüfter Verteilnetztechniker/Geprüfte Verteilnetztechnikerin,555ad9ba-72cf-4bc0-9ea6-c36041462be5,Fachkraft Gastransport
B 34393-122,Geprüfter Netzmeister/Geprüfte Netzmeisterin,555ad9ba-72cf-4bc0-9ea6-c36041462be5,Fachkraft Gastransport
B 28222-102,Modeschneider/Modeschneiderin,5589e8e0-48d9-4193-8c85-86ba9f17e0e9,Damenschneider/Damenschneiderin
B 28222-108,Damenschneider/Damenschneiderin,5589e8e0-48d9-4193-8c85-86ba9f17e0e9,Damenschneider/Damenschneiderin
B 28293-103,Maßschneidermeister/Maßschneidermeisterin,5589e8e0-48d9-4193-8c85-86ba9f17e0e9,Damenschneider/Damenschneiderin
B 28222-123,Wäscheschneider/Wäscheschneiderin,5589e8e0-48d9-4193-8c85-86ba9f17e0e9,Damenschneider/Damenschneiderin
B 28222-145,"Lederbekleidungsnäher, Lederbekleidungsschneider / Lederbekleidungsnäherin, Lederbekleidungsschneiderin",5589e8e0-48d9-4193-8c85-86ba9f17e0e9,Damenschneider/Damenschneiderin
B 28222-152,Maßschneider/Maßschneiderin,5589e8e0-48d9-4193-8c85-86ba9f17e0e9,Damenschneider/Damenschneiderin
B 28222-294,Textil- und Modeschneider/Textil- und Modeschneiderin,5589e8e0-48d9-4193-8c85-86ba9f17e0e9,Damenschneider/Damenschneiderin
B 28222-295,Textil- und Modeschneider/Textil- und Modeschneiderin Schwerpunkt Arbeitsvorbereitung und Qualitätsprüfung,5589e8e0-48d9-4193-8c85-86ba9f17e0e9,Damenschneider/Damenschneiderin
B 28222-296,Textil- und Modeschneider/Textil- und Modeschneiderin Schwerpunkt Prototypen und Serienfertigung,5589e8e0-48d9-4193-8c85-86ba9f17e0e9,Damenschneider/Damenschneiderin
B 28222-306,Maßschneider/Maßschneiderin Schwerpunkt Damen,5589e8e0-48d9-4193-8c85-86ba9f17e0e9,Damenschneider/Damenschneiderin
B 81804-104,Pharmazeut/Pharmazeutin,55a785db-0636-41b8-950f-0b65abe5e81b,Hochschullehrkraft für Pharmazie
B 81804-105,Apotheker/Apothekerin,55a785db-0636-41b8-950f-0b65abe5e81b,Hochschullehrkraft für Pharmazie
B 63132-114,Staatlich geprüfter Berg- und Skiführer/Staatlich geprüfte Berg- und Skiführerin,55af6be8-039a-419c-b278-55b3f7d9ef92,Instruktor für Outdoor-Aktivitäten/Instruktorin für Outdoor-Aktivitäten
B 84583-102,Wassersportlehrer/Wassersportlehrerin,55af6be8-039a-419c-b278-55b3f7d9ef92,Instruktor für Outdoor-Aktivitäten/Instruktorin für Outdoor-Aktivitäten
B 84583-113,Snowboardlehrer/Snowboardlehrerin,55af6be8-039a-419c-b278-55b3f7d9ef92,Instruktor für Outdoor-Aktivitäten/Instruktorin für Outdoor-Aktivitäten
B 84583-114,Skilehrer/Skilehrerin,55af6be8-039a-419c-b278-55b3f7d9ef92,Instruktor für Outdoor-Aktivitäten/Instruktorin für Outdoor-Aktivitäten
B 84583-116,Reitlehrer/Reitlehrerin,55af6be8-039a-419c-b278-55b3f7d9ef92,Instruktor für Outdoor-Aktivitäten/Instruktorin für Outdoor-Aktivitäten
B 84583-131,Sporttauchlehrer/Sporttauchlehrerin,55af6be8-039a-419c-b278-55b3f7d9ef92,Instruktor für Outdoor-Aktivitäten/Instruktorin für Outdoor-Aktivitäten
B 84583-133,Surflehrer/Surflehrerin,55af6be8-039a-419c-b278-55b3f7d9ef92,Instruktor für Outdoor-Aktivitäten/Instruktorin für Outdoor-Aktivitäten
B 71402-101,Bürokaufmann/Bürokauffrau,55b4faa3-286f-4fc8-ac67-8bbb97d08820,Sekretär im Bildungswesen/Sekretärin im Bildungswesen
B 71402-103,Kaufmann/Kauffrau für Bürokommunikation,55b4faa3-286f-4fc8-ac67-8bbb97d08820,Sekretär im Bildungswesen/Sekretärin im Bildungswesen
B 71402-104,Kaufmännischer Assistent/Wirtschaftsassistent / Kaufmännische Assistentin/Wirtschaftsassistentin - Büro/Sekretariat,55b4faa3-286f-4fc8-ac67-8bbb97d08820,Sekretär im Bildungswesen/Sekretärin im Bildungswesen
B 71403-114,Geprüfter Sekretär/Geprüfte Sekretärin,55b4faa3-286f-4fc8-ac67-8bbb97d08820,Sekretär im Bildungswesen/Sekretärin im Bildungswesen
B 71402-114,Sekretär/Sekretärin,55b4faa3-286f-4fc8-ac67-8bbb97d08820,Sekretär im Bildungswesen/Sekretärin im Bildungswesen
B 71402-118,Kaufmännische Fachkraft,55b4faa3-286f-4fc8-ac67-8bbb97d08820,Sekretär im Bildungswesen/Sekretärin im Bildungswesen
B 71402-184,Kaufmann/Kauffrau für Büromanagement,55b4faa3-286f-4fc8-ac67-8bbb97d08820,Sekretär im Bildungswesen/Sekretärin im Bildungswesen
B 83113-100,Staatlich anerkannter Erzieher/Staatlich anerkannte Erzieherin,55d60ead-0343-4008-b9e4-fb4b5a179c83,Lehrkraft für Vorschulerziehung
B 91334-115,Kindheitspädagoge/Kindheitspädagogin,55d60ead-0343-4008-b9e4-fb4b5a179c83,Lehrkraft für Vorschulerziehung
B 83113-123,Waldorferzieher/Waldorferzieherin,55d60ead-0343-4008-b9e4-fb4b5a179c83,Lehrkraft für Vorschulerziehung
B 83113-102,Fachkraft für Kindertageseinrichtungen,55d60ead-0343-4008-b9e4-fb4b5a179c83,Lehrkraft für Vorschulerziehung
B 41204-104,Biologe/Biologin,55f001af-fa48-4c0c-a7e5-fc69babe3d45,Botaniker/Botanikerin
B 82311-100,Helfer/Helferin im Friseurgewerbe,55f6380c-7511-4c33-8fc4-c74f10f524fa,Friseurhilfskraft
B 34393-122,Geprüfter Netzmeister/Geprüfte Netzmeisterin,562dd713-5745-4457-929e-5b909da084ca,Fachkraft Rohrleitungstransport
B 21212-115,Vorarbeiter/Vorarbeiterin in der Steinbearbeitung,565987b2-b980-4881-891c-cc4d5ab61d07,Steingraveur/Steingraveurin
B 21232-101,Grabsteinmetz/Grabsteinmetzin,565987b2-b980-4881-891c-cc4d5ab61d07,Steingraveur/Steingraveurin
B 21232-102,Steinmetz und Steinbildhauer/Steinmetzin und Steinbildhauerin Fachrichtung Steinmetzarbeiten,565987b2-b980-4881-891c-cc4d5ab61d07,Steingraveur/Steingraveurin
B 93312-102,Steinmetz und Steinbildhauer/Steinmetzin und Steinbildhauerin Fachrichtung Steinbildhauerarbeiten,565987b2-b980-4881-891c-cc4d5ab61d07,Steingraveur/Steingraveurin
B 93302-100,Kunsthandwerker/Kunsthandwerkerin,565987b2-b980-4881-891c-cc4d5ab61d07,Steingraveur/Steingraveurin
B 51132-105,Matrose/Matrosin,5684182e-7b4c-4eea-97d9-4c2b88b9f906,Seemann/Seefrau
B 51132-109,Decksmann/Decksfrau (Seeschifffahrt),5684182e-7b4c-4eea-97d9-4c2b88b9f906,Seemann/Seefrau
B 82522-101,Augenoptiker/Augenoptikerin,56a535ff-189b-45da-97d4-775f78744f83,Augenoptiker in Beratung und Verkauf/Augenoptikerin in Beratung und Verkauf
B 71324-100,Unternehmensberater/Unternehmensberaterin,56afc09a-75a0-49c7-a5cb-256df45d8f2d,Wirtschaftsberater/Wirtschaftsberaterin
B 71324-119,Gründerscout,56afc09a-75a0-49c7-a5cb-256df45d8f2d,Wirtschaftsberater/Wirtschaftsberaterin
B 94493-105,Produktionsleiter/Produktionsleiterin - Film und Fernsehen,56bff5e1-3c76-4f45-b50e-e3a59bf1053e,Postproduktionsleiter/Postproduktionsleiterin
B 51613-101,Betriebswirt/Betriebswirtin (Fachschule) für Verkehr,56fa783a-cca4-42ef-8862-1fb6e43f215c,internationaler Logistikmanager/internationale Logistikmanagerin
B 51624-100,Logistiker/Logistikerin,56fa783a-cca4-42ef-8862-1fb6e43f215c,internationaler Logistikmanager/internationale Logistikmanagerin
B 51613-104,Geprüfter Verkehrsfachwirt/Geprüfte Verkehrsfachwirtin,56fa783a-cca4-42ef-8862-1fb6e43f215c,internationaler Logistikmanager/internationale Logistikmanagerin
B 51623-118,Betriebswirt/Betriebswirtin (Fachschule) für Logistik,56fa783a-cca4-42ef-8862-1fb6e43f215c,internationaler Logistikmanager/internationale Logistikmanagerin
B 51624-113,Betriebswirt/Betriebswirtin (Hochschule) für Logistik,56fa783a-cca4-42ef-8862-1fb6e43f215c,internationaler Logistikmanager/internationale Logistikmanagerin
B 51393-109,Geprüfter Logistikmeister/Geprüfte Logistikmeisterin,56fa783a-cca4-42ef-8862-1fb6e43f215c,internationaler Logistikmanager/internationale Logistikmanagerin
B 51613-106,Betriebswirt/Betriebswirtin (Ausbildung) für Verkehr/Logistik,56fa783a-cca4-42ef-8862-1fb6e43f215c,internationaler Logistikmanager/internationale Logistikmanagerin
B 51623-133,Geprüfter Fachwirt/Geprüfte Fachwirtin für Güterverkehr und Logistik,56fa783a-cca4-42ef-8862-1fb6e43f215c,internationaler Logistikmanager/internationale Logistikmanagerin
B 84124-121,Lehrer/Lehrerin an Gymnasien,570d7e74-5c65-4a9a-95ba-f8c27025c5f4,Lehrkraft für Physik Sekundarstufe
B 84124-143,Lehrer/Lehrerin für Schularten der Sekundarstufe I,570d7e74-5c65-4a9a-95ba-f8c27025c5f4,Lehrkraft für Physik Sekundarstufe
B 83154-100,Schwangerschaftskonfliktberater/Schwangerschaftskonfliktberaterin,5727b567-993d-4d41-a13d-81a6af1a9a8e,Sozialberater/Sozialberaterin
B 83154-103,Erziehungsberater/Erziehungsberaterin,5727b567-993d-4d41-a13d-81a6af1a9a8e,Sozialberater/Sozialberaterin
B 83154-104,Jugendberater/Jugendberaterin,5727b567-993d-4d41-a13d-81a6af1a9a8e,Sozialberater/Sozialberaterin
B 83124-123,Sozialarbeiter/Sozialpädagoge / Sozialarbeiterin/Sozialpädagogin,5727b567-993d-4d41-a13d-81a6af1a9a8e,Sozialberater/Sozialberaterin
B 83154-122,Schuldnerberater/Schuldnerberaterin,5727b567-993d-4d41-a13d-81a6af1a9a8e,Sozialberater/Sozialberaterin
B 94404-100,Dramaturg/Dramaturgin,572c51ef-531b-4331-8e66-b1641173e54e,Dramaturg/Dramaturgin
B 91244-113,Theaterwissenschaftler/Theaterwissenschaftlerin,572c51ef-531b-4331-8e66-b1641173e54e,Dramaturg/Dramaturgin
B 94404-109,Musikdramaturg/Musikdramaturgin,572c51ef-531b-4331-8e66-b1641173e54e,Dramaturg/Dramaturgin
B 94404-110,Produktionsdramaturg/Produktionsdramaturgin,572c51ef-531b-4331-8e66-b1641173e54e,Dramaturg/Dramaturgin
B 94494-109,Chefdramaturg/Chefdramaturgin,572c51ef-531b-4331-8e66-b1641173e54e,Dramaturg/Dramaturgin
B 94404-111,Ballett- und Tanzdramaturg/Ballett- und Tanzdramaturgin,572c51ef-531b-4331-8e66-b1641173e54e,Dramaturg/Dramaturgin
B 34202-100,Klempner/Klempnerin,572c9810-e1ee-4f7a-a71f-820f17c0c25b,Konstruktionsmechaniker Fachrichtung Feinblechbau/ Konstruktionsmechanikerin Fachrichtung Feinblechbau
B 34202-101,Konstruktionsmechaniker/Konstruktionsmechanikerin Fachrichtung Feinblechbautechnik,572c9810-e1ee-4f7a-a71f-820f17c0c25b,Konstruktionsmechaniker Fachrichtung Feinblechbau/ Konstruktionsmechanikerin Fachrichtung Feinblechbau
B 34202-102,Bauklempner/Bauklempnerin,572c9810-e1ee-4f7a-a71f-820f17c0c25b,Konstruktionsmechaniker Fachrichtung Feinblechbau/ Konstruktionsmechanikerin Fachrichtung Feinblechbau
B 34202-103,Isolierklempner/Isolierklempnerin,572c9810-e1ee-4f7a-a71f-820f17c0c25b,Konstruktionsmechaniker Fachrichtung Feinblechbau/ Konstruktionsmechanikerin Fachrichtung Feinblechbau
B 34212-106,Klempner und Installateur/Klempnerin und Installateurin,572c9810-e1ee-4f7a-a71f-820f17c0c25b,Konstruktionsmechaniker Fachrichtung Feinblechbau/ Konstruktionsmechanikerin Fachrichtung Feinblechbau
B 32142-108,Dachdecker und Bauklempner/Dachdeckerin und Bauklempnerin,572c9810-e1ee-4f7a-a71f-820f17c0c25b,Konstruktionsmechaniker Fachrichtung Feinblechbau/ Konstruktionsmechanikerin Fachrichtung Feinblechbau
B 24412-133,"Schalenschmied/Schalenschmiedin, Kupferhammerschmied/Kupferhammerschmiedin",572c9810-e1ee-4f7a-a71f-820f17c0c25b,Konstruktionsmechaniker Fachrichtung Feinblechbau/ Konstruktionsmechanikerin Fachrichtung Feinblechbau
B 34203-100,Blechverarbeitungstechniker/Blechverarbeitungstechnikerin,572c9810-e1ee-4f7a-a71f-820f17c0c25b,Konstruktionsmechaniker Fachrichtung Feinblechbau/ Konstruktionsmechanikerin Fachrichtung Feinblechbau
B 11283-102,Stallmeister/Stallmeisterin,5734feab-60be-4f11-8e3f-e983ca6fb07a,Stallmeister/Stallmeisterin
B 11283-103,Futtermeister/Futtermeisterin,5734feab-60be-4f11-8e3f-e983ca6fb07a,Stallmeister/Stallmeisterin
B 11393-108,Pferdewirtschaftsmeister/Pferdewirtschaftsmeisterin Teilbereich Pferdezucht und -haltung,5734feab-60be-4f11-8e3f-e983ca6fb07a,Stallmeister/Stallmeisterin
B 11393-109,Pferdewirtschafter/Pferdewirtschafterin (Hochschule),5734feab-60be-4f11-8e3f-e983ca6fb07a,Stallmeister/Stallmeisterin
B 11302-104,Pferdewirt/Pferdewirtin Fachrichtung Pferdehaltung und Service,5734feab-60be-4f11-8e3f-e983ca6fb07a,Stallmeister/Stallmeisterin
B 11394-101,Gestütsverwalter/Gestütsverwalterin,5734feab-60be-4f11-8e3f-e983ca6fb07a,Stallmeister/Stallmeisterin
B 11394-102,Gestütsleiter/Gestütsleiterin,5734feab-60be-4f11-8e3f-e983ca6fb07a,Stallmeister/Stallmeisterin
B 11393-125,Pferdewirtschaftsmeister/Pferdewirtschaftsmeisterin Fachrichtung Pferdehaltung und Service,5734feab-60be-4f11-8e3f-e983ca6fb07a,Stallmeister/Stallmeisterin
B 11393-126,Pferdewirtschaftsmeister/Pferdewirtschaftsmeisterin Fachrichtung Pferdezucht,5734feab-60be-4f11-8e3f-e983ca6fb07a,Stallmeister/Stallmeisterin
B 41384-104,Analytiker/Analytikerin - Chemie,574f3232-1d07-4034-8cac-c57ddbfff192,Analytischer Chemiker/Analytische Chemikerin
B 62194-101,"Filialleiter, Verkaufsstellenleiter/Filialleiterin, Verkaufsstellenleiterin",574f46e2-e48d-4cde-a7b1-877004ea4c52,Leiter eines Eisenwaren- und Farbengeschäftes/Leiterin eines Eisenwaren- und Farbengeschäftes
B 29293-102,Fleischermeister/Fleischermeisterin,5779aa3b-b32f-42f7-9581-ef5ce2092621,Leiter eines Geschäftes für Fleisch und Fleischerzeugnisse/Leiterin eines Geschäftes für Fleisch und Fleischerzeugnisse
B 62194-103,Verkaufsleiter/Verkaufsleiterin im Nahrungsmittelhandwerk,5779aa3b-b32f-42f7-9581-ef5ce2092621,Leiter eines Geschäftes für Fleisch und Fleischerzeugnisse/Leiterin eines Geschäftes für Fleisch und Fleischerzeugnisse
B 62194-128,Geprüfter Verkaufsleiter/Geprüfte Verkaufsleiterin im Lebensmittelhandwerk,5779aa3b-b32f-42f7-9581-ef5ce2092621,Leiter eines Geschäftes für Fleisch und Fleischerzeugnisse/Leiterin eines Geschäftes für Fleisch und Fleischerzeugnisse
B 26122-111,Prozessleitelektroniker/Prozeßleitelektronikerin,5791a961-4717-4230-a245-a4082a675f04,Techniker Automatisierungstechnik/Technikerin Automatisierungstechnik
B 25103-112,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Maschinentechnik Schwerpunkt Automatisierungstechnik,5791a961-4717-4230-a245-a4082a675f04,Techniker Automatisierungstechnik/Technikerin Automatisierungstechnik
